id,document
aj_459,first friday prayer of ramadan in alaqsa despite israeli authority block thousand of Palestinians from reach the AlAqsa Mosque for first Friday prayer of Ramadan around worshipper be report to have make it to the holy site
aj_460,dozen of propalestinian protester arrest as columbia clear encampment New Yorkbased university move to suspend student involve as police arrest they for trespass more than propalestinian protester have be arrest on the campus of new yorks columbia university as police clear an encampment set up by student demonstrate against israel war in gaza
aj_461,like sri lanka once do israel have turn safe zone into kill field but there be one important difference between the two case the genocide in Gaza be not take place in the dark while our eye be on rafah block the small area in south gaza which the israeli military designate as a safe humanitarian zone on may but go on to bomb just four day later massacre at least civilian shelter in tent we be remind of a confidential cable intercept by wikileak describe the plight of civilian in the final day of the sri lankan civil war
aj_462,israel war on gaza update kill in israeli attack on rafah aid seeker our correspondent in Gaza say at least people injure in the attack which Reuters say be near an aid cross this live page be now close you can continue to follow our coverage of the war in gaza here
aj_463,palestinian paramedics fear gaza danger will spread to west bank after Israel kill more than medical worker in Gaza paramedic in the West Bank describe the threat they face hebron occupy west bank in his year as a paramedic jawdat almuhtaseb have work during fraught time from the second intifada to the heighten tension in and then to the current situation where the ripple effect of israel war on gaza lead to an increase in deadly israeli violence against palestinians in the occupy west bank
aj_464,qatar commit to israelhamas honest mediator role diplomatic source diplomatic source tell Al Jazeera that Qatar will not accept become a tool to pressure negotiate party qatar have stress that it will not accept become a tool to pressure any party and that it be committed to maintain its role as an honest mediator in its mediation between hamas and israel diplomatic source tell al jazeera arabic
aj_465,what be happen be not genocide say biden after icc warrant seek US President Joe Biden have defend Israel against the International Criminal Court prosecutor request for the court to issue warrant to arrest israeli and Hamas leader for alleged war crime
aj_466,norway spain ireland to recognise palestinian state we want to raise the voice of those who still believe in a peaceful nonviolent solution norwegian Foreign Minister Espen Barth Eide tell Al Jazeera the three european country will formalise their decision on May
aj_467,israel war on gaza update israel say troop move for new operation Israel say it pull out thousand of soldier include from warravaged Khan Younis ahead of other operation as truce talk in Cairo restart six month since the devastate conflict begin the live page be now close you can continue to follow our coverage of the war in gaza here
aj_468,after police crackdown what be next for columbias gaza protester the NYPD arrest around college protester from Columbia and CUNY after Hamilton Hall be occupy and rename Hind Hall on tuesday night hundred of new york city police department nypd officer with riot shield and zip tie enter the columbia university campus and arrest more than protester who have occupy hamilton hall a key academic and administrative building a day early the police separately also arrest student protester at city college of new york cuny
aj_469,un security council demand immediate gaza ceasefire as us abstain UNSC call for a lasting sustainable ceasefire in Israels war with Hamas in Gaza and the release of all captive the united nations security council unsc demand an immediate ceasefire between israel and the palestinian group hamas in the gaza strip and the release of all captive as the united states abstain from the vote
aj_470,video show violence of mob attack on ucla antiwar protester Videos of the attack on the antiGaza war protest camp at UCLA have show the extent of the violence use by a proIsrael mob a day after the protester be assaulted police in Los Angeles declare the camp unlawful and move in to clear it
aj_471,it be not ethnic cleansing it be genocide the term be invent by serb genocidaire try to cover up their crime in the bosnian war over the past eight month like many people around the world I have be start my day by check the news from gaza and the rest of palestine I rely on the report from people on the ground in gaza mostly on social medium to get reliable information about what be happen
aj_472,the take university protest spread across the us the Take speak with Mariam say about the protest at Columbia University and her advice for today activist
aj_473,confrontation between rival protester at ucla over gaza war there be report of punch throw as proIsrael and propalestinian protester confront each other at UCLA university in the US the university say a barrier that have be separate the two group be breach
aj_474,israel war on gaza update kill in gaza today include infant Medical source tell Al Jazeera that the newborn be kill in an attack on Gaza City and be people be injure this live page be now close you can continue to follow our coverage of the war in gaza here
aj_475,israel war on gaza list of key event day Indirect talk to end the conflict set in Egypt with CIA director and qatari pm hold separate meeting with the israeli and Hamas delegation here how thing stand on sunday april
aj_476,ostracise israel at the un should be a priority a suspension of Israels right and privilege by the United Nations General Assembly would put much more pressure on its government than Palestines full membership when on may the united nations general assembly unga vote overwhelmingly in favour of resolution relate to palestine membership application some medium qualify it as support for palestinian statehood this seem confusion follow the united states government talk point conflate statehood with membership and claim this would hurt peace effort that be however not the case the resolution address the question of membership in the un and not of palestine statehood
aj_477,biden avoid question on icc allegation against israel ask whether the US have evidence to support or refute the ICCs allegation that Israel be use starvation as a tactic of war in Gaza US President Joe Biden instead answer that there be no equivalence between Israel and Hamas
aj_478,palestinian man shoot tie to jeep say israeli force give no explanation Mujahed Abadi who have be shoot twice tell Al Jazeera that israeli force beat he severely before let he go mujahed abadi say have not be able to sleep since israeli force shoot he beat he and strap he to the hood of a military vehicle two day ago apparently use he as a human shield
aj_479,gaza ceasefire talk stall as israel and hamas dig in Qatar say the major sticking point remain the same as behindthescene talk attempt to secure a truce in Gaza revive talk on a ceasefire between israel and hamas appear to be make little progress with the two side show few sign that they be ready to compromise on their demand
aj_480,israeli force launch new attack on gazas alshifa hospital the israeli army have launch a new attack on alShifa Hospital in Gaza raid and opening fire on the facility where thousand be take shelter
aj_481,how israel raid on jenin only fuel palestinian resistance israeli operation in the West Bank city lead to casualty displacement and popular anger on may amr musara go out to report on israel raid on the jenin refugee camp in the israelioccupied west bank
aj_482,gaza war evoke vietnam own struggle past unity with palestine every day in Gaza there s another Kham Thien hanoi vietnam at a private venue tuck away in a narrow alley in hanois city centre a group of more than people listen attentively to saleem hammad a charismatic palestinian man as he speak in fluent vietnamese
aj_483,what aida of khan younis can teach we about courage amid the rubble and pain of Gaza story emerge of palestinian bravery and generosity in the day lead up to ramadan we hear the hopeful word ceasefire the us president utter it and the medium repeat it for a short moment the life of palestinians in gaza hang in the balance catch between the possibility of a truce for the holy month and israel relentless drive to eliminate my people from the face of the earth
aj_484,israel kill more than palestinians in the west bank since october that toll be more than three time the number of Palestinians kill in the West Bank in israelis have now kill at least palestinians in the occupied west bank since october
aj_485,palestinian man kill in israeli settler raid in occupy west bank Dozens of settler storm village set fire to home in search for miss teenager a palestinian man have be kill in an attack by israeli settler in the occupy west bank where tension remain high amid fear of more violence
aj_486,israel continue to bomb gaza include rafah despite icj rule Dozens of Palestinians kill across the besiege territory as israeli force hit multiple target from north to south israel have continue its relentless attack on rafah despite the international court of justice icj order it to put an end to the military operation there and multiple death be report from central and northern gaza which have be subject to renew attack
aj_487,thousand flee rafah after israeli force issue evacuation order ten of thousand of Palestinians be be displace once more by the most recent evacuation order israel issue new evacuation order in gazas southern city of rafah force ten of thousand more people to move as it prepare to expand its military operation
aj_488,israeli tank push back into northern gaza warplane hit rafah palestinian health official say Israel kill four people and wound several other in one attack in Rafah southern Gaza israeli tank have push back into some area of the northern gaza strip which they have leave week ago while warplane have conduct air raid on rafah where more than one million displace palestinians have seek refuge in the south of the territory kill and wound several people
aj_489,russia return six child to ukraine in qatarbrokere deal state medium Boys age between six and late to be hand over since start of qatari mediation effort last year russia have return six child displace by the war in ukraine in a deal broker by qatar accord to russian state medium
aj_490,world press freedom day gaza conflict deadly for journalist as the war in Gaza become the deadly conflict for journalist Al Jazeera look at press freedom in the past year every year on may unesco commemorates world press freedom day
aj_491,all of the rat in the knesset mass antiwar protest in israel an estimate people attend the rally in one of the big demonstration since Israels war on Gaza begin ten of thousand of protester wave israeli flag and chant slogan against prime minister benjamin netanyahus government rally in tel aviv saturday demand new election and the return of captive hold in gaza
aj_492,jewish student and peace group founder support gaza antiwar protests University of Texas student and jewish peace activist Elijah Kahlenberg be catch up in police violence against antiwar demonstrator he tell Al Jazeera why he be support the call for an end to Israels allege genocide
aj_493,despite huge pr push be we plan for gaza doom to fail after reject a ceasefire for month in Israels war on Gaza the Biden administration want to see an end to the fighting how permanent be the usisraeli plan for a permanent ceasefire in gaza the intentional vagueness of the proposal to bring a sustainable period of calm to the gaza strip be the big obstacle prevent a deal argue michael hanna of the international crisis group
aj_494,creator of viral boycott video talk about help palestinian cause the creator of a viral video about boycott american product have be talk about his effort to campaign against the Gaza war and help the palestinian cause
aj_495,israel war on gaza challenge the narrative of a just war Marc Lamont Hill challenge Newsweek opinion editor Batya UngarSargon on her support for Israels war on Gaza israel have seize the gaza side of the rafah border cross with egypt force ten of thousand of palestinians to flee the area while shut down gazas main entry point for humanitarian aid
aj_496,biden say we will set up gaza aid port US President Joe Biden say in his State of the Union address that the american military will set up a temporary pier on the Gaza coast to help aid delivery the US have be criticise for deliver aid to Gaza while funding and assist Israels war
aj_497,tightrope jordans balance act between iran and israel as regional tension soar the kingdom be contend with domestic as well as international pressure the hashemite kingdom of jordan be catch between two regional power and could face serious social political and economic repercussion should regional tension continue to intensify
aj_498,israel netanyahu dissolve war cabinet Decision follow resignation of centrist Gantz and will disappoint hardliner angle to expand influence on war in Gaza prime minister benjamin netanyahu have announce the end of israel sixmember war cabinet
aj_499,norway spain and ireland to back palestinian statehood Norway Spain and Ireland have announce plan to recognise a palestinian state and the irish prime minister say he be confident more country will follow
aj_500,israel say reopen key gaza border point as it step up rafah attack israeli force also pound central Gaza as negotiation continue in Egypt for a ceasefire in the enclave israel claim it be reopen the main crossing point for humanitarian aid to enter the gaza strip as its military launch new attack across the palestinian territory and be build its offensive on southern rafah despite ongoing talk for a ceasefire
aj_501,gazas child face long road to heal expert decry psychological damage from lack of schooling couple with bombing hunger sickness and bereavement eight out of school in the gaza strip be damage or destroy the united nations children agency unicef say but it be the psychological damage of israel war on the territory nearly million child that have expert worry
aj_502,another biden administration staffer resign over we stance on gaza war Lily Greenberg Call say she can not in good conscience represent the US govt condemn disastrous Gaza policy another staffer in united states president joe bidens administration have publicly resign in protest of the uss continue support for israel amid its war on gaza the associated press news agency report
aj_503,tor wennesland gaza talk in doha key for palestinians and israelis the UN special coordinator for the Middle East peace process discuss Gaza ceasefire effort since israel inception in the palestinianisraeli conflict have centre on the occupied palestinian territory human right violation and palestinian selfdetermination lead to cycle of violence and fail peace effort
aj_504,israel have encroach on percent of gaza al jazeera investigation show Gazas territory have be shrink by a buffer zone that wind around its boundary and a wide axis tear through its centre israel have take over some percent of gazas area by systematically demolish neighbourhood to create a buffer zone and a central axis divide it accord to al jazeeras sanad verification agency
aj_505,recognition of palestinian statehood be not the panacea it be make out to be a symbolic political act can not put an end to israeli crime or grant Palestinians sovereignty as the genocide in gaza rage on various european country include spain and ireland have indicate that they be move towards recognise the state of palestine
aj_506,uk general election what be the key issue shape the vote candidate be promise to fix Britains domestic woe as the top two party look set to lose vote over their position on Israels war on Gaza across the united kingdom a record number of candidate more than be campaign for the july general election
aj_507,israel war on gaza list of key event day the number of people kill in Israels war on Gaza since October have rise to here how thing stand on friday march
aj_508,six month of israel relentless war on gaza six month have pass since Israel begin its brutal war of retaliation on Gaza which the International Court of Justice say plausibly amount to genocide in that time more than Palestinians have be kill here be some of their story
aj_509,israeli attack kill three son of hamas political leader ismail haniyeh the israeli military have confirm it kill three son of Hamas political leader Ismail Haniyeh in an air attack in Gaza Four of Haniyehs grandchild be also report to have be kill in the strike on the Shati refugee camp on the first day of Eid alfitr Haniyeh have tell Al Jazeera that palestinian leader will not back down if their family be target by the israeli army and that the killing will not affect Hamass demand in negotiation for a ceasefire
aj_510,doctor from gazas alshifa hospital die in israeli prison Groups advocate for palestinian prisoner say Adnan albursh head of orthopaedic die as a result of torture a prominent palestinian doctor from gazas alshifa hospital have die in an israeli jail after more than four month of detention accord to the enclaves health ministry and group advocate for palestinian prisoner
aj_511,israel war on gaza updates death toll from nuseirat attack rise to Gazas Government Media Office say israeli massacre at Nuseirat refugee camp have kill Palestinians and wound more than this live page be now close you can continue to follow our coverage of the war in gaza here
aj_512,dutch police bulldoze camp to break up antigaza war student protest dutch riot police have use a bulldozer to break up an antiGaza war protest camp at the University of Amsterdam after student refuse to leave
aj_513,eu states announce formal recognition of palestinian state Spanish PM call palestinian statehood only route to peace Israel accuse Madrid of incitement to jewish genocide the establishment of a palestinian state be the only route to peace in the middle east spanish prime minister pedro sanchez have say as his country announce formal recognition alongside norway and ireland
aj_514,israel war on gaza the creation of a humanitarian crisis be a tactic Marc Lamont Hill talk to journalist and writer Mariam Barghouti on the situation in the West Bank and Gaza Strip more than palestinians have be kill since the start of israel war on gaza and with no sign of an imminent ceasefire the world food programme wfp have warn that the enclave be at risk of famine
aj_515,belgian and dutch student protest against israel war on gaza Students in Belgium and the Netherlands occupy Ghent and Amsterdam university to protest against Israels war on Gaza student in belgium and the netherlands have join the wave of protest around the world against israel war on gaza
aj_516,israel war on gaza update israel kill palestinians in hour the Health Ministry add injure to daily toll say Civil Defence crew still try to reach trap victim this live page be now closed
aj_517,israel war on gaza updates new israeli truce proposal give to hamas US President Biden outline a new ceasefire plan propose by Israel and give to Hamas by Qatar to permanently halt the Gaza war this live page be now close you can continue to follow our coverage of the war in gaza here
aj_518,palestinians in rafah express thank to us university protester Displaced Palestinians in Gaza be express their thank to student protester on US college campus by write message of gratitude on their tent in Rafah
aj_519,how iranisrael tension have escalate since the war on gaza a timeline iranian medium on Friday report explosion in Isfahan city amid steadily increase tension with Israel that have reach boiling point since Israels war on Gaza begin iranian state medium report on friday that the country have activate its air defence system over the central city of isfahan to bring down three aerial object amid sound of explosion flight be briefly suspend in many part of the country before the alert be lift
aj_520,be cyprus about to be drag into a war between israel and hezbollah Hezbollah leader Hassan Nasrallah warn Cyprus that if it aid Israel in attack on Lebanon it would be target on june hassan nasrallah the powerful leader of the lebanese group hezbollah warn cyprus that if it help israel attack lebanon it would become a target
aj_521,beit lahia resident run from israeli bombing Video show the terrifying moment after an israeli bombing in northern Gazas residential neighbourhood of Beit Lahia Palestinians be see run down the street carry wounded and search for other casualty source at Kamal Adwan Hospital say seven people be kill and dozen wound
aj_522,antigovt protester hit by car in israel Video show a car ram a crowd of antigovernment protester in Israel during mass demonstration against Netanyahu and his cabinet handling of the war on Gaza six month on
aj_523,heinous massacre israel attack on rafah tent camp widely condemn Qatar call attack that kill at least Palestinians a grave violation of international law and UN special rapporteur urge sanction on Israel several country and global organisation have condemn the israeli air attack on tent housing displace people in gazas southernmost city of rafah that kill at least palestinians include many child
aj_524,gazas christians attend easter service in darkness the dwindle christian community in Gaza be hold Easter service without electricity due to Israels siege of the bombarded enclave
aj_525,uk revoke visa of law student who address propalestine protest Dana Abuqamar say her comment at a rally last year which raise suspicion be mischaracterise the united kingdom have revoke the visa of a palestinian student after she participate in a propalestine demonstration at her university
aj_526,antigaza war protest marcher in new york city say hand off rafah hundred of protester have be march through New York to condemn Israels escalate attack on Rafah in Gaza and US support for Israels military
aj_527,ucla clash propalestinian protester attack by israel supporter Police delay intervention into shocking attack feature mask vigilante arm with pepper spray and firework a demonstration against israel war on gaza at the university of california in los angeles ucla turn violent when a vigilante proisrael mob attack a solidarity encampment occupy by peaceful propalestinian protester
aj_528,who be arm israel war on gaza Weapons manufacturer could face legal scrutiny for supply Israel israel war on gaza which have kill at least palestinians have rely mostly on western arm and technology
aj_529,with record of gaza truce veto us unveil new ambiguous un resolution eye a prospective IsraelHamas truce deal in Qatar the US draft resolution do not explicitly demand a ceasefire now the united states have circulate a draft united nations security council resolution call for an immediate ceasefire tie to the release of hostage in gaza accord to us secretary of state antony blinken who be on a tour of the middle east
aj_530,criticism of israels war and occupation be not antisemitism and claim that it be harm the fight against the very real and grow threat pose by antisemitism antisemitism be a plague and one that be as I have realise in the aftermath of hamass horrific terror attack in israel on october far more endemic than I be willing to accept before despite having be question and confront this hate all my life as the child of an american jewish and catholic german couple
aj_531,biden criticise over gaza aid port plan President Biden face criticism as he outline plan for deliver aid into Gaza during his State of the Union address as the US remain Israels big military supplier
aj_532,israel order rafah evacuation as gaza truce talk stall Blaming Hamas for deadlocked negotiation Israel appear set to launch threaten offensive on southern Gaza city the israeli army appear set to launch its longthreatene assault on rafah as it instruct palestinians to leave part of the city in southern gaza
aj_533,what be behind the us generational divide on israel war on gaza Polls suggest an increase number of young Americans be side with Palestinians and grow critical of Israel successive we administration across the political divide have back israel since it be create in
aj_534,hezbollah drone footage claim to show surveillance over israel Hezbollah have release drone footage that it claim show the group surveillance of Israels port city of Haifa and its surrounding the video include aerial view of site in Haifa include sea and airport
aj_535,international student risk immigration status to engage in gaza protests Reliant on visa to remain in the US foreign student face heighten consequence for involvement in campus protest new york new york israel war on gaza be personal for columbia university student mahmoud khalil
aj_536,israels military give televise address after iran attack Israels chief military spokesman deliver a televise address to the nation after Irans firstever direct attack on Israel come to an end he describe how Israels ally play a role in intercept the barrage of missile and drone
aj_537,what be behind the historic proisrael spend in a new york house primary Squad congressman Jamaal Bowman a critic of Israels war on Gaza face aipacbacke rival George Latimer in his New York primary washington dc representative jamaal bowman one of the new member of the progressive squad in the united states congress be face a fight for his political life
aj_538,police clear encampment arrest ucla student amid we protest all we know the LAPD have arrest at least propalestine protester and faculty at UCLA after a tense standoff a day after violence lead by counterprotester a tense standoff continue at the university of california los angeles ucla on thursday night after police arrest at least student and faculty protester at a campus encampment where they have be campaign against israel war on gaza
aj_539,irgc warn israel attack will not go unanswered as iran mark alquds day Representatives of Irans axis of resistance and political and religious leader participate in AlQuds Day amid Gaza war iran be mark alquds day with rally across the country as the commanderinchief of the islamic revolutionary guard corps irgc promise retaliation after israeli strike on iran consulate in syria
aj_540,be germany complicit in israel war on gaza Nicaragua allege Germany violate UN Genocide Convention by supply Israel while aware there be a risk of genocide nicaragua have ask the international court of justice to order germany to stop supply israel with weapon
aj_541,more than half a million palestinians flee as israel escalate gaza attack UN say more half a million people displace in recent day as israeli troop press assault in north and south Gaza israeli force have intensify attack across gaza bombard a refugee camp in the centre of the strip as tank push deeply into eastern part of rafah city in the south
aj_542,israel reject south africas icj plea for rafah attack halt Israel have tell the International Court of Justice it reject South Africas attempt to stop the assault on Rafah in Gaza tell judge that South Africa have a clear ulterior motive in push its genocide case
aj_543,delusion at the united nations it be absurd to believe that UNSC resolution and ICJ order can stop the israeli genocide in Gaza we have now enter the comfort world of delusion
aj_544,palestinians fear israeli violence in jerusalem during ramadan as Palestinians prepare for Ramadan many fear that israeli authority and farright Israelis could provoke unrest occupy east jerusalem the mood in occupy east jerusalem be tense as the city palestinians prepare for islams holy month of ramadan
aj_545,israel occupy palestine echo france colonise algeria analyst Scholars of algerian history rule say they see a lot of parallel with Israels occupation of the palestinian territory thousand of protester gather in a town under colonial rule in the they raise national flag and placard and call for selfdetermination
aj_546,israel war on gaza updates rafah ground invasion would be a bloodbath Ground attack of overcrowded southern city would inflict hundred of thousand of casualty with destroy health system unable to cope UN agency warn this live page be now close you can continue to follow our coverage of the war in gaza here
aj_547,journalist lose foot after be badly wound in israeli attack in gaza Gazas medium office and reporter without Borders say there be evidence to suggest it be a targeted attack three journalist have be injure one seriously in an israeli attack at the nuseirat refugee camp in central gaza that authority in the besiege strip say be a targeted attack
aj_548,summer lee primary race test fallout for critic of the uss gaza policy Lee a Democrat and one of the first US legislator to call for a Gaza ceasefire face a challenge from within her party washington dc it be not a popular stance to take tension be run high
aj_549,what could sweep unga support for palestine full un membership mean a total of member nation vote in favour reflect global opinion on Israels war on Gaza the international community have debate palestinian statehood for decade full membership at the united nations would effectively recognise that
aj_550,complicity leader activist slam we for send more arm to israel Media report say the US have agree to transfer a new weapon package worth to Israel amid its ongoing Gaza war the united states have greenlighte the transfer of a new weapon package comprise bomb and fighter jet to israel accord to we medium report
aj_551,audacious outrageous gaza protester slam greek deportation order Greeces government have pledge not to allow protest against Israel to escalate on university campus as they have in other country athens greece nine people from the united kingdom and the european union member state be face deportation from greece day after they take part in a protest in solidarity with palestine at a greek university
aj_552,usled coalition shoot down drone fire by yemens houthis in red sea US military say it be respond to a largescale attack by the Iranaligned group that pose an imminent threat united states navy ship and aircraft have shoot down drone fire by yemens iranaligned houthis in the red sea area
aj_553,israel pull out troop from southern gaza as attack enter seventh month israeli army say it be withdraw most of its troop from Khan Younis though a significant force will continue to operate in the rest of Gaza the israeli military say it have withdraw its ground troop from the southern gaza strip include khan younis amid conflict report about the scale and duration of the disengagement
aj_554,we police clear propalestinian camp from california university the demonstration at Irvine be the late in a series of campus protest across the US over Israels war in Gaza police in the united states have take back a lecture hall from propalestinian protester who for hour occupy the building at the university of california irvine and then clear a student encampment that stand for more than two week
aj_555,biden rebuke israel say he be outraged over killing of gaza aid worker US president issue some of his strong criticism of Israel yet after killing of seven World Central Kitchen worker united states president joe biden have say he be outraged and heartbroken by israel kill of seven aid worker in gaza deliver some of his strong criticism yet of the close we ally
aj_556,protester at ucla this be not the end Protester tell Al Jazeera this be not the end as police move in and make arrest at antiGaza war demonstration at UCLA
aj_557,israel war on gaza update new massacre of displace civilian in rafah Thirteen out of people kill by israeli force in socalled safe area of alMawasi be woman and girl this live page be now close you can continue to follow our coverage of the war in gaza here
aj_558,israel war on gaza list of key event day Gazas Health Ministry say the raid on the hospital Israels fourth since October have result in death and injury here how thing stand on monday march
aj_559,death toll in israeli attack on displace palestinians in rafah rise to the israeli missile strike tent in an area to the west of Rafah city that be suppose to be safe from attack gaza official say the death toll from israeli air strike on a camp housing displace palestinians near rafah in southern part of the strip have rise to
aj_560,what be behind germany unwavere support for israel Germany be one of the staunch backer of Israels war on Gaza eighty year after the holocaust germany be accuse of be complicit in an allege israeli genocide in gaza
aj_561,order at risk of decimation amid war in gaza ukraine amnesty annual report from international human right group detail hypocrisy of some of the world most powerful country the world be face the collapse of the international order establish in the wake of world war ii amid the brutal war in gaza and ukraine while authoritarian policy continue to spread amnesty international have warn
aj_562,israel war on gaza update hamas put forth proposal aim at end war these be the update on the IsraelGaza war for Friday March this live page be now closed
aj_563,canada lifting freeze on unrwa funding after week of protest criticism right advocate welcome muchneede decision as Palestinians in Gaza face humanitarian crisis amid israeli attack montreal canada canada have announce it be lift a freeze on funding for the united nations agency for palestinian refugee unrwa after face fierce criticism for cut assistance during israels war in gaza
aj_564,absolute priority un agency must work unhindered in gaza say Israel must end its occupation and its ally must move from word to action the time for talking be do Oxfam charity say the palestinian refugee agency of the united nations unrwa must be allow to work unhindered in gaza group of seven leader say as the wealthy nation wrap up day two of their annual summit in italy
aj_565,little gaza mourn love one israel kill in west bank refugee camp israel attack in the occupy West Bank have kill both fighter and civilian and leave only destruction behind tulkarem occupy west bank I see he and I knelt over his body not know what to do all his face be bloody full of shrapnel and his leg be cut off
aj_566,houthis say they will target israelbound ship anywhere within their range the yemeni group say it be expand its attack in response to the loom israeli assault on Rafah in southern Gaza yemen houthis will target ship head to israeli port in any area within their range the group military spokesperson yahya saree have say in a televise speech
aj_567,extermination expulsion identifiable strategy of israel war in gaza a human right group call on the United Kingdom to stop arm Israel as its campaign in the strip continue london united kingdom mass extermination and mass expulsion be identifiable strategy of israel military campaign in the gaza strip a human right group warn as it call on the united kingdom to impose an arm embargo
aj_568,do israel netanyahu have a plan for a day after the war on gaza as Israel bomb and rebomb the tiny enclave question abound about when it will stop and what it will do next the evidence appear to show that the israel prime minister do not
aj_569,biden support among arab americans plummet amid gaza war new poll show forty percent of arab Americans in key US swing state say they be not enthusiastic at all about Novembers election washington dc joe biden support among arab american voter in critical swing state have plummet during the war in gaza a new poll find in the late sign that the united states president backing of israel could hurt he in november election
aj_570,will unrwa collapse without we support New US law include yearlong ban on funding to UN agency that support palestinian refugee the united nations relief and work agency or unrwa provide humanitarian support to million of palestinian refugee
aj_571,palestinian girl cry goodbye mom Goodbye Mom these be the last moment between a young palestinian girl and her mother who be kill in an israeli attack in Gaza
aj_572,israel war on gaza list of key event day an israeli strike have kill five Palestinians and injure after it hit a UN aid distribution centre in Rafah here how thing stand on wednesday march
aj_573,israels gantz challenge netanyahu with call for election amid gaza war Polls suggest Gantzs party would come top in any election make he favourite to take over Netanyahu as prime minister israel war cabinet member benny gantz have call for election in september as prime minister benjamin netanyahus government face pressure at home and abroad over the war in gaza
aj_574,student protest against israel war on gaza spread across europe grow call and demonstration for university to sever tie with Israel trigger clash and arrest student at various european university inspire by the continue propalestinian demonstration on campus in the united states have be occupy hall and facility demand an end to partnership with israeli institution because of israel war on gaza
aj_575,boo inside and protest outside eurovision final over israels act Israels performance at Eurovision be boo by spectator inside the venue while outside protester condemn Israels participation in the song contest while wage war on Palestinians in Gaza Police forcibly remove activist include Greta Thunberg
aj_576,israel war on gaza list of key event day three more child die of malnutrition in Gaza as US President Biden say ceasefire by Ramadan look tough here how thing stand on saturday march
aj_577,pressure for truce deal rise as israel report four gaza captive kill the US say the onus be on Hamas to accept the deal but confusion continue to build over Israels stance israel have confirm that four of the captive hold in gaza be likely kill during air raid on the enclave
aj_578,spainisrael tension soar as madrid throw support behind palestine Spain whose recognition of palestinian statehood anger the israeli foreign minister have now join the ICJ genocide case madrid spain after spain recognise palestinian statehood pedro sanchez meet with his palestinian counterpart prime minister mohammad mustafa and lead official from several middle eastern country in madrid
aj_579,well fight with fingernail say israeli pm after we warn israeli Prime Minister Benjamin Netanyahu say that Israel will fight alone with our fingernail if necessary in an apparent response to the US warning it would halt weapon supply if Israel launch a fullscale invasion into Rafah
aj_580,icj update nicaraguas case against germany over israel war on gaza all the update from the ICJ hearing in Nicaraguas request that emergency measure be impose on Germany this live page be now closed
aj_581,most briton back immediate ceasefire in gaza israeli arm embargo poll right and leftwe voter want to see an end to Israels war on Gaza and many back a pause on arm sale london united kingdom more than percent of british people support an immediate ceasefire in gaza a new survey indicate as pressure rise on the government to adopt a firm stance against israel
aj_582,watch the watchdog how us media weaponise campus protest coverage Mainstream medium have join US power elite in demonise propalestinian encampment on campus a great novel experiment in political physics be under way in the united states as the unstoppable moral force of youthled protest against israel genocidal war in gaza run into the immovable object of the american power elite support for it
aj_583,unbacked commission accuse israel and palestinian group of war crime the COI also say Israel be guilty of crime against humanity but Israel reject antiisraeli discrimination an inquiry by a united nationsbacked commission have find that israel and palestinian group have commit war crime in the vicious war in gaza as it also accuse israel of crime against humanity
aj_584,nearly body find in mass grave at hospital in gazas khan younis palestinian authority say body recover from Nasser Medical Complex so far as Israel continue deadly attack on Gaza palestinian civil defence crew have uncover a mass grave inside the nasser medical complex in gazas khan younis with body recover so far al jazeera have learn as israel continue its bombardment of the devastated coastal enclave for more than six month
aj_585,israeli air attack hit residential area in gaza city Video capture the moment an israeli air attack hit a residential area in Gaza City
aj_586,more than people kill in israeli strike on syria aleppo report attack have escalate amid continue war in Gaza and clash with Hezbollah across IsraelLebanon border israeli air strike on syria northern province of aleppo have kill more than people most of they soldier accord to news agency and a war monitor
aj_587,at least report kill as israeli force fire on gaza aid seeker Authorities in Gaza say people be also injure while wait for bag of flour and aid near Kuwait Roundabout at least palestinians have be kill in an israeli attack target civilian who be wait for aid southeast of gaza city gazas ministry of health and its medium office say
aj_588,israel destroy khan younis yet these palestinians come back home Gazas Khan Younis be devastate but its people have come back because it be also their home fatmeh abu mustafas voice strain as she lean heavily on the walk stick in her left hand
aj_589,mass grave discover at gaza hospital occupy by israeli force a new mass grave have be discover at alShifa Hospital where a twoweek siege by the israeli army have turn the facility into a graveyard and put what be once Gazas large medical complex out of service
aj_590,will south africas new coalition govt change tack on israelpalestine while the new government include party neutral about Israels war on Gaza ANC insist it will still support Palestine cape town south africa when south africa under its rule african national congress anc party take israel to the international court of justice icj in january on allegation of genocide in gaza it draw applause from a range of nation especially in the global south
aj_591,why be the us block some bomb shipment to israel all you need to know why have the US stop shipment of some type of bomb and what damage can these offensive weapon do the united states have halt the shipment of some type of heavy bomb to israel and us president joe biden have also pledge to halt the supply of some offensive weapon and artillery shell to the country if it go ahead with its assault on gazas southernmost city of rafah
aj_592,israel shout from the rooftop to warn about iran Israels Ambassador to the UN Gilad Erdan call on UN Security Council to condemn Iran for its drone and missile attack on Israel which he say be a violation of international law and cross every red line
aj_593,un security council pass motion denounce attack on aid worker Resolution come as record number of UN personnel and aid worker kill since October in Israels offensive in Gaza the united nations security council have pass a resolution denounce attack on un staff and aid worker in conflict zone as record number of un personnel have be kill in israel war on the gaza strip
